stockNum,stockName,date,filePath,inputTime,username
4536,拓凱,2018-10-08,4536_拓凱_2018-10-08.txt,下午1:28:49,popowing
2208,台船,2018-10-08,2208_台船_2018-10-08.txt,下午1:29:03,popowing
2748,雲品,2018-10-08,2748_雲品_2018-10-08.txt,下午1:29:18,popowing
2405,浩鑫,2018-10-08,2405_浩鑫_2018-10-08.txt,下午1:29:30,popowing
4915,致伸,2018-10-08,4915_致伸_2018-10-08.txt,下午1:29:45,popowing
3008,大立光,2018-10-08,3008_大立光_2018-10-08.txt,下午1:30:28,popowing
6654,天正國際,2018-10-08,6654_天正國際_2018-10-08.txt,下午1:30:39,popowing
3661,世芯-KY,2018-10-08,3661_世芯-KY_2018-10-08.txt,下午1:31:08,popowing
1712,興農,2018-10-08,1712_興農_2018-10-08.txt,下午1:31:57,popowing
4513,福裕,2018-10-08,4513_福裕_2018-10-08.txt,下午1:32:38,popowing
2439,美律,2018-10-08,2439_美律_2018-10-08.txt,下午1:34:07,popowing
3360,尚立,2018-10-08,3360_尚立_2018-10-08.txt,下午1:34:37,popowing
1909,榮成,2018-10-08,1909_榮成_2018-10-08.txt,下午1:36:09,popowing
2345,智邦,2018-10-08,2345_智邦_2018-10-08.txt,下午1:58:15,popowing
4438,廣越,2018-10-08,4438_廣越_2018-10-08.txt,下午1:59:07,popowing
6257,矽格,2018-10-08,6257_矽格_2018-10-08.txt,下午1:59:59,popowing
6207,雷科,2018-10-08,6207_雷科_2018-10-08.txt,下午2:00:15,popowing
4528,江興鍛,2018-10-08,4528_江興鍛_2018-10-08.txt,下午2:01:28,popowing
2421,建準,2018-10-08,2421_建準_2018-10-08.txt,下午2:01:42,popowing
2204,中華,2018-10-08,2204_中華_2018-10-08.txt,下午2:02:02,popowing
2201,裕隆,2018-10-08,2201_裕隆_2018-10-08.txt,下午2:02:16,popowing
3563,牧德,2018-10-08,3563_牧德_2018-10-08.txt,下午2:03:22,popowing
3037,欣興,2018-10-08,3037_欣興_2018-10-08.txt,下午7:20:48,c21221203
3008,大立光,2018-10-13,3008_大立光_2018-10-13.txt,下午12:39:11,c21221203
2367,燿華,2018-10-13,2367_燿華_2018-10-13.txt,下午12:50:58,c21221203
9938,百和,2018-10-16,9938_百和_2018-10-16.txt,上午10:14:46,popowing
9938,百和,2018-10-16,9938_百和_2018-10-16.txt,上午10:15:24,popowing
8404,百和興業-KY,2018-10-16,8404_百和興業-KY_2018-10-16.txt,上午10:15:54,popowing
3583,辛耘,2018-10-16,3583_辛耘_2018-10-16.txt,上午10:16:15,popowing
2492,華新科,2018-10-16,2492_華新科_2018-10-16.txt,下午5:28:59,popowing
8462,柏文,2018-10-16,8462_柏文_2018-10-16.txt,下午5:30:36,popowing
1702,南僑,2018-10-25,1702_南僑_2018-10-25.txt,18:31:13 GMT+0800 (CST),popowing
2739,寒舍,2018-10-25,2739_寒舍_2018-10-25.txt,18:31:46 GMT+0800 (CST),popowing
